,Unnamed: 0,release_date,Title,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,Director,Writer,Actors,Runtime,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,BoxOffice
707,708,6/19/1981,Superman II,54000000,108185706,108185706,Warner Bros.,PG,Adventure,"Richard Lester, Richard Donner","Jerry Siegel, Joe Shuster, Mario Puzo","Gene Hackman, Christopher Reeve, Margot Kidder",127 min,"English, French, Russian","United States, United Kingdom, Canada",3 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BZDQzNjQwZjYtNjUzOS00MzAzLTg5NDYtN2MyNjVlYjhhYWFlXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,83,6.8,"112,531","$108,185,706 "
708,709,3/22/2002,Blade 2,54000000,81676888,154338601,New Line,R,Action,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
709,710,7/14/2006,"You, Me and Dupree",54000000,75802010,130402010,Universal,PG-13,Comedy,"Anthony Russo, Joe Russo",Michael LeSieur,"Kate Hudson, Owen Wilson, Matt Dillon",110 min,English,United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTUxOTg0MzczOV5BMl5BanBnXkFtZTcwODk1MTQzMQ@@._V1_SX300.jpg,46,5.6,"83,322","$75,628,110 "
710,711,12/19/2008,Seven Pounds,54000000,69951824,166617328,Sony Pictures,PG-13,Drama,Gabriele Muccino,Grant Nieporte,"Will Smith, Rosario Dawson, Woody Harrelson",123 min,"English, Spanish",United States,4 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTU0NzY0MTY5OF5BMl5BanBnXkFtZTcwODY3MDEwMg@@._V1_SX300.jpg,36,7.6,"311,291","$69,951,824 "
711,712,12/25/1990,The Godfather: Part III,54000000,66520529,66520529,Paramount Pictures,R,Drama,Francis Ford Coppola,"Mario Puzo, Francis Ford Coppola","Al Pacino, Diane Keaton, Andy Garcia",162 min,"Persian, English, Italian, German, Latin",United States,Nominated for 7 Oscars. 6 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BNWFlYWY2YjYtNjdhNi00MzVlLTg2MTMtMWExNzg4NmM5NmEzXkEyXkFqcGdeQXVyMDk5Mzc5MQ@@._V1_SX300.jpg,60,7.6,"414,545","$66,761,392 "
712,713,10/14/2005,Elizabethtown,54000000,26850426,50719373,Paramount Pictures,PG-13,Drama,Cameron Crowe,Cameron Crowe,"Orlando Bloom, Kirsten Dunst, Susan Sarandon",123 min,English,United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BYmJkOTU0ZjEtYmRkNi00ODcwLTgwMDUtNjVjMTFjZGU2OWNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,45,6.3,"71,918","$26,850,426 "
713,714,8/5/2005,The Dukes of Hazzard,53000000,80270227,109848461,Warner Bros.,PG-13,Comedy,Jay Chandrasekhar,"Gy Waldron, John O'Brien, Jonathan L. Davis","Seann William Scott, Johnny Knoxville, Jessica Simpson",104 min,English,United States,5 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMjAwOTYxODI4OV5BMl5BanBnXkFtZTcwNDYxODIzMw@@._V1_SX300.jpg,33,5.1,"80,966","$80,270,227 "
714,715,9/18/2015,Black Mass,53000000,62575678,98837872,Warner Bros.,R,Drama,Scott Cooper,"Mark Mallouk, Jez Butterworth, Dick Lehr","Johnny Depp, Benedict Cumberbatch, Dakota Johnson",123 min,English,"United States, United Kingdom",6 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BNzg0ODI3NDQxNF5BMl5BanBnXkFtZTgwMzgzNDA0NjE@._V1_SX300.jpg,68,6.9,"188,911","$62,575,678 "
715,716,10/20/2006,Flags of Our Fathers,53000000,33602376,63657941,Paramount Pictures,R,Drama,Clint Eastwood,"William Broyles Jr., Paul Haggis, James Bradley","Ryan Phillippe, Barry Pepper, Joseph Cross",135 min,English,United States,Nominated for 2 Oscars. 16 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2MjYxMjMyMF5BMl5BanBnXkFtZTYwMzAwMDc3._V1_SX300.jpg,79,7.1,"127,499","$33,602,376 "
716,717,4/6/2007,Grindhouse,53000000,25031037,50187789,Weinstein/Dimension,R,Horror,"Robert Rodriguez, Eli Roth, Quentin Tarantino","Robert Rodriguez, Rob Zombie, Edgar Wright","Kurt Russell, Rose McGowan, Danny Trejo",191 min,"English, Spanish","United States, Canada",10 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BMjA0MzExNzc3MV5BMl5BanBnXkFtZTcwODAxMzM0MQ@@._V1_SX300.jpg,77,7.5,"188,875","$25,037,897 "
717,718,10/16/1998,Beloved,53000000,22852487,22852487,Walt Disney,R,Drama,Jonathan Demme,"Toni Morrison, Akosua Busia, Richard LaGravenese","Oprah Winfrey, Danny Glover, Yada Beener",172 min,"English, Haitian",United States,Nominated for 1 Oscar. 3 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BYTZlMDFkYjItMjgxYi00MDNhLTg0NDYtNDY1NzJkNDg0MGQ4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,57,6,"9,401","$22,852,487 "
718,719,12/19/2012,Zero Dark Thirty,52500000,95720716,134612435,Sony Pictures,R,Drama,Kathryn Bigelow,Mark Boal,"Jessica Chastain, Joel Edgerton, Chris Pratt",157 min,"English, Arabic, Urdu, Pashtu, French",United States,Won 1 Oscar. 85 wins & 174 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX300.jpg,95,7.4,"312,865","$95,720,716 "
719,720,12/25/2002,Catch Me if You Can,52000000,164606800,355612291,Dreamworks SKG,PG-13,Drama,Steven Spielberg,"Jeff Nathanson, Frank Abagnale Jr., Stan Redding","Leonardo DiCaprio, Tom Hanks, Christopher Walken",141 min,"English, French","United States, Canada",Nominated for 2 Oscars. 16 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg,75,8.1,"1,053,161","$164,615,351 "
720,721,11/22/1995,Casino,52000000,42438300,110400000,Universal,R,Drama,Martin Scorsese,"Nicholas Pileggi, Martin Scorsese","Robert De Niro, Sharon Stone, Joe Pesci",178 min,English,"United States, France",Nominated for 1 Oscar. 4 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,73,8.2,"546,584","$42,512,375 "
721,722,8/5/2011,The Change-Up,52000000,37243418,75997067,Universal,R,Comedy,David Dobkin,"Jon Lucas, Scott Moore","Jason Bateman, Ryan Reynolds, Olivia Wilde",112 min,"English, Ukrainian",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTk3NTM4NDg3OF5BMl5BanBnXkFtZTcwNDk3MzEwNQ@@._V1_SX300.jpg,39,6.3,"191,494","$37,081,475 "
722,723,12/23/1998,The Thin Red Line,52000000,36400491,97709034,20th Century Fox,R,Drama,Terrence Malick,"James Jones, Terrence Malick","Jim Caviezel, Sean Penn, Nick Nolte",170 min,"English, Tok Pisin, Japanese, Greek",United States,Nominated for 7 Oscars. 22 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BYjEzMTM2NjAtNWFmZC00MTVlLTgyMmQtMGQyNTFjZDk5N2NmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,78,7.6,"195,608","$36,400,491 "
723,724,12/22/1999,Man on the Moon,52000000,34580635,47407635,Universal,R,Drama,Milos Forman,"Scott Alexander, Larry Karaszewski","Jim Carrey, Danny DeVito, Gerry Becker",118 min,English,"United Kingdom, Germany, Japan, United States",5 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BNDI1Mjc3MzAtZDk0OS00OTZlLTlhZjktNzA3ODgwZGY2NWIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,58,7.4,"135,305","$34,607,430 "
724,725,4/16/2003,Bulletproof Monk,52000000,23010607,23010607,MGM,PG-13,Action,Paul Hunter,"Ethan Reiff, Cyrus Voris","Chow Yun-Fat, Seann William Scott, Jaime King",104 min,"English, Tibetan, Punjabi, German","United States, Canada",1 nomination,https://m.media-amazon.com/images/M/MV5BMTEwODkxNzE4NzVeQTJeQWpwZ15BbWU3MDY5NDYwMzQ@._V1_SX300.jpg,40,5.4,"51,623","$23,358,708 "
725,726,11/22/2006,Deck the Halls,51000000,35093569,46815807,20th Century Fox,PG,Comedy,John Whitesell,"Matt Corman, Chris Ord, Don Rhymer","Matthew Broderick, Danny DeVito, Kristin Chenoweth",93 min,"English, German",United States,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTIzNjA4OTM0OV5BMl5BanBnXkFtZTcwMDgwODkzMQ@@._V1_SX300.jpg,28,5,"30,931","$35,093,569 "
726,727,11/20/2009,The Twilight Saga: New Moon,50000000,296623634,687557727,Summit Entertainment,PG-13,Drama,Chris Weitz,"Melissa Rosenberg, Stephenie Meyer","Kristen Stewart, Robert Pattinson, Taylor Lautner",130 min,"English, Italian",United States,20 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg,44,4.8,"294,264","$297,816,253 "
727,728,5/18/2001,Shrek,50000000,267655011,491812794,Dreamworks SKG,PG,Adventure,"Andrew Adamson, Vicky Jenson","William Steig, Ted Elliott, Terry Rossio","Mike Myers, Eddie Murphy, Cameron Diaz",90 min,English,"United States, Canada, Sweden",Won 1 Oscar. 40 wins & 60 nominations total,https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,84,7.9,"712,204","$268,163,011 "
728,729,6/29/2012,Ted,50000000,218665740,556016627,Universal,R,Adventure,Seth MacFarlane,"Seth MacFarlane, Alec Sulkin, Wellesley Wild","Mark Wahlberg, Mila Kunis, Seth MacFarlane",106 min,"English, Japanese, Ukrainian",United States,Nominated for 1 Oscar. 13 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX300.jpg,62,6.9,"640,027","$218,815,487 "
729,730,6/13/2014,22 Jump Street,50000000,191719337,331333876,Sony Pictures,R,Comedy,"Phil Lord, Christopher Miller","Michael Bacall, Oren Uziel, Rodney Rothman","Channing Tatum, Jonah Hill, Ice Cube",112 min,"English, Spanish, Ukrainian",United States,7 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_SX300.jpg,71,7,"396,779","$191,719,337 "
730,731,6/14/1991,Robin Hood: Prince of Thieves,50000000,165493908,390500000,Warner Bros.,PG-13,Adventure,Kevin Reynolds,"Pen Densham, John Watson","Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio",143 min,"English, Arabic",United States,Nominated for 1 Oscar. 16 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BNjUxMzVhNjgtYTQxNS00Zjg3LThlYjctOGFlZjg0YmI1ZmYyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,51,6.9,"203,578","$165,493,908 "
731,732,12/25/2015,Daddy’s Home,50000000,150357137,242757137,Paramount Pictures,PG-13,Comedy,Sean Anders,"Brian Burns, Sean Anders, John Morris","Will Ferrell, Mark Wahlberg, Linda Cardellini",96 min,"English, Ukrainian",United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTQ0OTE1MTk4N15BMl5BanBnXkFtZTgwMDM5OTk5NjE@._V1_SX300.jpg,42,6.2,"125,861","$150,357,137 "
732,733,12/25/1998,Patch Adams,50000000,135014968,202173000,Universal,PG-13,Comedy,Tom Shadyac,"Patch Adams, Maureen Mylander, Steve Oedekerk","Robin Williams, Daniel London, Monica Potter",115 min,English,United States,Nominated for 1 Oscar. 1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNzM4Y2FlNzYtZmY5Yy00NzU4LTk1ODItY2NjYWYzYzUyZGM3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,25,6.8,"119,976","$135,026,902 "
733,734,6/17/2016,Central Intelligence,50000000,127440871,217196811,Warner Bros.,PG-13,Comedy,Rawson Marshall Thurber,"Ike Barinholtz, David Stassen, Rawson Marshall Thurber","Dwayne Johnson, Kevin Hart, Danielle Nicolet",107 min,English,"United States, China",2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_SX300.jpg,52,6.3,"205,588","$127,440,871 "
734,735,12/18/2013,Anchorman 2: The Legend Continues,50000000,127352707,172185754,Paramount Pictures,PG-13,Comedy,Adam McKay,"Will Ferrell, Adam McKay","Will Ferrell, Christina Applegate, Paul Rudd",119 min,English,United States,1 win & 23 nominations,https://m.media-amazon.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1_SX300.jpg,61,6.3,"189,424","$127,352,707 "
735,736,6/28/2002,Mr. Deeds,50000000,126293452,171269535,Sony Pictures,PG-13,Comedy,Steven Brill,"Clarence Budington Kelland, Robert Riskin, Tim Herlihy","Adam Sandler, Winona Ryder, John Turturro",96 min,English,United States,5 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTU3NTE3M2QtNWQ0MS00ZmRkLWIwNTMtOTA0ZGM5N2UwMWNjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,24,5.8,"149,763","$126,293,452 "
736,737,3/17/2000,Erin Brockovich,50000000,125548685,257805243,Universal,R,Drama,Steven Soderbergh,Susannah Grant,"Julia Roberts, Albert Finney, David Brisbin",131 min,English,United States,Won 1 Oscar. 33 wins & 59 nominations total,https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,73,7.4,"212,313","$125,595,205 "
737,738,2/9/2018,Peter Rabbit,50000000,115234093,347134901,Sony Pictures,PG,Adventure,Will Gluck,"Rob Lieber, Will Gluck, Beatrix Potter","James Corden, Fayssal Bazzi, Domhnall Gleeson",95 min,English,"United States, Australia, United Kingdom",4 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BOWE4YzE3Y2MtYzIyZS00NjA4LTliMDgtY2U0NGM2NzI4MjZlXkEyXkFqcGdeQXVyNTU5Mzk0NjE@._V1_SX300.jpg,51,6.6,"46,521","$115,253,424 "
738,739,12/19/2008,Yes Man,50000000,97690976,225990976,Warner Bros.,PG-13,Comedy,Peyton Reed,"Nicholas Stoller, Jarrad Paul, Andrew Mogel","Jim Carrey, Zooey Deschanel, Bradley Cooper",104 min,"English, Korean","United States, United Kingdom",3 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMzBmZTMzYmItNzhhMC00M2FkLWIxMGEtMjIxMjAwNmQ2ZmM4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,46,6.8,"375,906","$97,690,976 "
739,740,2/28/2014,Non-Stop,50000000,91742160,222383055,Universal,PG-13,Action,Jaume Collet-Serra,"John W. Richardson, Christopher Roach, Ryan Engle","Liam Neeson, Julianne Moore, Scoot McNairy",106 min,"English, German","United Kingdom, France, United States, Canada",1 nomination,https://m.media-amazon.com/images/M/MV5BOTI3NzcxMjkzMl5BMl5BanBnXkFtZTgwMDY0NTQ0MDE@._V1_SX300.jpg,56,6.9,"273,256","$92,168,600 "
740,741,12/25/1998,Stepmom,50000000,91137662,159745279,Sony/TriStar,PG-13,Drama,Chris Columbus,"Gigi Levangie, Jessie Nelson, Steven Rogers","Julia Roberts, Susan Sarandon, Ed Harris",125 min,English,United States,8 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMGJlOWM3ODctZjY3NC00YmRjLTg0NjgtNTFhOWQ4YzI4YjU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,58,6.8,"72,727","$91,137,662 "
741,742,8/9/2013,Disney Planes,50000000,90282580,238059569,Walt Disney,PG,Adventure,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
742,743,7/28/2017,The Emoji Movie,50000000,86089513,216508301,Sony Pictures,PG,Adventure,Tony Leondis,"Tony Leondis, Eric Siegel, Mike White","T.J. Miller, James Corden, Anna Faris",86 min,"English, Spanish",United States,6 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTkzMzM3OTM2Ml5BMl5BanBnXkFtZTgwMDM0NDU3MjI@._V1_SX300.jpg,12,3.4,"69,123","$86,089,513 "
743,744,7/29/2011,"Crazy, Stupid, Love",50000000,84351197,147142328,Warner Bros.,PG-13,Comedy,"Glenn Ficarra, John Requa",Dan Fogelman,"Steve Carell, Ryan Gosling, Julianne Moore",118 min,English,United States,4 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg,68,7.4,"545,242","$84,379,584 "
744,745,12/22/2017,The Post,50000000,81903458,179769457,20th Century Fox,PG-13,Drama,Steven Spielberg,"Liz Hannah, Josh Singer","Meryl Streep, Tom Hanks, Sarah Paulson",116 min,English,"United States, United Kingdom, India",Nominated for 2 Oscars. 21 wins & 113 nominations total,https://m.media-amazon.com/images/M/MV5BMjQyMjEwOTIwNV5BMl5BanBnXkFtZTgwOTkzNTMxNDM@._V1_SX300.jpg,83,7.2,"158,697","$81,903,458 "
745,746,2/5/1999,Payback,50000000,81526121,161626121,Paramount Pictures,R,Action,Brian Helgeland,"Donald E. Westlake, Brian Helgeland, Terry Hayes","Mel Gibson, Gregg Henry, Maria Bello",100 min,English,United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BN2YxYTUyMTItYmU4ZS00OTIzLWIwMWQtMDY3NzRiMmIyMWMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,46,7.1,"142,793","$81,526,121 "
746,747,6/9/1995,Congo,50000000,81022333,152022333,Paramount Pictures,PG-13,Adventure,Frank Marshall,"Michael Crichton, John Patrick Shanley","Laura Linney, Tim Curry, Dylan Walsh",109 min,"English, American Sign ",United States,2 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMmQ2YWFjZGItMTNiZi00ZDFmLWE3ZTAtNTZiZTI5ZjBjYzlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,22,5.3,"47,797","$81,022,101 "
747,748,3/18/2005,The Ring Two,50000000,75941727,161941727,Dreamworks SKG,PG-13,Horror,Hideo Nakata,"Ehren Kruger, Kôji Suzuki, Hiroshi Takahashi","Naomi Watts, David Dorfman, Sissy Spacek",110 min,English,United States,2 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMTY2ODc2NTQ2OF5BMl5BanBnXkFtZTYwNzA4OTU3._V1_SX300.jpg,44,5.4,"99,574","$76,231,249 "
748,749,12/23/2011,We Bought a Zoo,50000000,75624550,118729073,20th Century Fox,PG,Drama,Cameron Crowe,"Aline Brosh McKenna, Cameron Crowe, Benjamin Mee","Matt Damon, Scarlett Johansson, Thomas Haden Church",124 min,"English, Spanish",United States,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTQ0MTE3OTUwMl5BMl5BanBnXkFtZTcwODg5NjgwNw@@._V1_SX300.jpg,58,7.1,"149,255","$75,624,550 "
749,750,9/23/2011,Moneyball,50000000,75605492,111300835,Sony Pictures,PG-13,Drama,Bennett Miller,"Steven Zaillian, Aaron Sorkin, Stan Chervin","Brad Pitt, Robin Wright, Jonah Hill",133 min,English,United States,Nominated for 6 Oscars. 29 wins & 82 nominations total,https://m.media-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SX300.jpg,87,7.6,"450,290","$75,605,492 "
750,751,6/11/2004,Garfield: The Movie,50000000,75367693,208094550,20th Century Fox,PG,Adventure,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
751,752,11/24/2004,Christmas with the Kranks,50000000,73701902,96469187,Sony Pictures,PG,Comedy,Joe Roth,"John Grisham, Chris Columbus","Tim Allen, Jamie Lee Curtis, Dan Aykroyd",99 min,"English, Spanish",United States,3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTQxMDMxODEwNF5BMl5BanBnXkFtZTYwNzM4OTc2._V1_SX300.jpg,22,5.4,"53,769","$73,780,539 "
752,753,3/17/2006,V for Vendetta,50000000,70511035,130214162,Warner Bros.,R,Action,James McTeigue,"Lilly Wachowski, Lana Wachowski, David Lloyd","Hugo Weaving, Natalie Portman, Rupert Graves",132 min,"English, French, Latin, Spanish","United States, United Kingdom, Germany",7 wins & 29 nominations,https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_SX300.jpg,62,8.2,"1,158,104","$70,511,035 "
753,754,3/13/2009,Race to Witch Mountain,50000000,67172595,105103784,Walt Disney,PG,Adventure,Andy Fickman,"Matt Lopez, Mark Bomback, Alexander Key","Dwayne Johnson, Carla Gugino, AnnaSophia Robb",98 min,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMzQ5MTM5NTU2NV5BMl5BanBnXkFtZTcwMDAzMjAyMg@@._V1_SX300.jpg,52,5.7,"62,105","$67,172,594 "
754,755,6/22/2005,Herbie: Fully Loaded,50000000,66010682,144110682,Walt Disney,G,Adventure,Angela Robinson,"Thomas Lennon, Robert Ben Garant, Alfred Gough","Lindsay Lohan, Michael Keaton, Cheryl Hines",101 min,English,United States,2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTkwNDI5NDcyMV5BMl5BanBnXkFtZTcwMjg5OTcyMQ@@._V1_SX300.jpg,47,4.9,"49,885","$66,023,816 "
755,756,2/7/2003,Shanghai Knights,50000000,60470220,88316835,Walt Disney,PG-13,Adventure,David Dobkin,"Alfred Gough, Miles Millar","Jackie Chan, Owen Wilson, Fann Wong",114 min,"English, Mandarin","Hong Kong, United States",5 nominations,https://m.media-amazon.com/images/M/MV5BMzQ0MGY4MGEtYjQzOC00ZTFlLTg3ODQtMzhhNGEzZTg1MjIzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,58,6.2,"110,941","$60,476,872 "
756,757,7/18/2014,Planes: Fire and Rescue,50000000,59157732,156399644,Walt Disney,PG,Adventure,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
757,758,2/10/2006,Curious George,50000000,58640119,71052604,Universal,G,Adventure,Matthew O'Callaghan,"Ken Kaufman, Mike Werb, Margret Rey","Will Ferrell, Drew Barrymore, Eugene Levy",87 min,English,"United States, Germany",1 nomination,https://m.media-amazon.com/images/M/MV5BODIxNzYxNDEzNl5BMl5BanBnXkFtZTgwMjA1NTM2MTI@._V1_SX300.jpg,62,6.5,"17,674","$58,360,760 "
758,759,4/6/2012,American Reunion,50000000,56758835,236799211,Universal,R,Comedy,"Jon Hurwitz, Hayden Schlossberg","Jon Hurwitz, Hayden Schlossberg, Adam Herz","Jason Biggs, Alyson Hannigan, Seann William Scott",113 min,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTY4MTEyMzU1N15BMl5BanBnXkFtZTcwNDQ0NTc1Nw@@._V1_SX300.jpg,49,6.7,"220,997","$57,011,521 "
759,760,1/25/2013,Hansel & Gretel: Witch Hunters,50000000,55703475,214949716,Paramount Pictures,R,Action,Tommy Wirkola,"Tommy Wirkola, Jacob Grimm, Wilhelm Grimm","Jeremy Renner, Gemma Arterton, Peter Stormare",88 min,English,"United States, Germany",3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjA4MDQwODg2NV5BMl5BanBnXkFtZTcwNTc5ODc2OA@@._V1_SX300.jpg,23,6.1,"213,468","$55,703,475 "
760,761,2/18/2011,I am Number Four,50000000,55100437,146195159,Walt Disney,PG-13,Adventure,D.J. Caruso,"Alfred Gough, Miles Millar, Marti Noxon","Alex Pettyfer, Timothy Olyphant, Dianna Agron",111 min,"English, French","United States, India",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjI0NDI1MTMyM15BMl5BanBnXkFtZTcwMDMzMTcyNA@@._V1_SX300.jpg,36,6.1,"243,521","$55,100,437 "
761,762,5/8/2002,Unfaithful,50000000,52752475,119114494,20th Century Fox,R,Drama,Adrian Lyne,"Claude Chabrol, Alvin Sargent, William Broyles Jr.","Richard Gere, Diane Lane, Olivier Martinez",124 min,"English, French","France, Germany, United States",Nominated for 1 Oscar. 3 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BNWRkOTdjMjktZTViMy00ZTgyLTg3NzktODdiZDk1YTExOGFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,63,6.7,"95,128","$52,775,765 "
762,763,9/10/2004,Resident Evil: Apocalypse,50000000,50740078,125168734,Sony Pictures,R,Horror,Alexander Witt,Paul W.S. Anderson,"Milla Jovovich, Sienna Guillory, Eric Mabius",94 min,English,"Germany, United Kingdom, United States, Canada, France",6 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1_SX300.jpg,35,6.1,"206,462","$51,201,453 "
